abbrev, 1.0.7, ISC, git+ssh://git@github.com/isaacs/abbrev-js.git
lodash._basetostring, 3.0.1, MIT, git+https://github.com/lodash/lodash.git
lodash._basevalues, 3.0.0, MIT, https://github.com/lodash/lodash
lodash._bindcallback, 3.0.1, MIT, https://github.com/lodash/lodash
lodash._createassigner, 3.1.1, MIT, git+https://github.com/lodash/lodash.git
lodash._createpadding, 3.6.1, MIT, git+https://github.com/lodash/lodash.git
lodash._escapehtmlchar, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash._escapestringchar, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash._getnative, 3.9.1, MIT, git+https://github.com/lodash/lodash.git
lodash._htmlescapes, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash._isiterateecall, 3.0.9, MIT, git+https://github.com/lodash/lodash.git
lodash._isnative, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash._objecttypes, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash._reescape, 3.0.0, MIT, https://github.com/lodash/lodash
lodash._reevaluate, 3.0.0, MIT, https://github.com/lodash/lodash
lodash._reinterpolate, 3.0.0, MIT, https://github.com/lodash/lodash
lodash._shimkeys, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash.defaults, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash.escape, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash.isarguments, 3.0.4, MIT, git+https://github.com/lodash/lodash.git
lodash.isarray, 3.0.4, MIT, git+https://github.com/lodash/lodash.git
lodash.isobject, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash.isplainobject, 3.2.0, MIT, git+https://github.com/lodash/lodash.git
lodash.istypedarray, 3.0.2, MIT, git+https://github.com/lodash/lodash.git
lodash.keys, 2.4.1, MIT, https://github.com/lodash/lodash-cli.git
lodash.keysin, 3.0.8, MIT, git+https://github.com/lodash/lodash.git
lodash.repeat, 3.0.1, MIT, git+https://github.com/lodash/lodash.git
lodash.restparam, 3.6.1, MIT, https://github.com/lodash/lodash
lodash.template, 3.6.2, MIT, git+https://github.com/lodash/lodash.git
lodash.toplainobject, 3.0.0, MIT, https://github.com/lodash/lodash
log4js, 0.6.24, Apache-2.0, https://github.com/nomiddlename/log4js-node.git
log4js-cloudant, 0.0.6, undefined, https://hub.jazz.net/git/bsvihovec/log4js-cloudant
log4js-utils, 0.0.3, undefined, https://hub.jazz.net/git/bsvihovec/log4js-utils
logalot, 2.1.0, MIT, https://github.com/imagemin/logalot
long, 2.3.0, Apache-2.0, git+https://github.com/dcodeIO/Long.js.git
longest, 1.0.1, [object Object], https://github.com/jonschlinkert/longest.git
loud-rejection, 1.0.0, MIT, https://github.com/sindresorhus/loud-rejection
lower-case, 1.1.2, MIT, git://github.com/blakeembrey/lower-case.git
lower-case-first, 1.0.0, MIT, git://github.com/blakeembrey/lower-case-first.git
lowercase-keys, 1.0.0, MIT, https://github.com/sindresorhus/lowercase-keys
lpad-align, 1.1.0, MIT, git+https://github.com/kevva/lpad-align.git
lru-cache, 2.6.5, ISC, git://github.com/isaacs/node-lru-cache.git
map-obj, 1.0.1, MIT, https://github.com/sindresorhus/map-obj
maxmin, 1.1.0, MIT, https://github.com/sindresorhus/maxmin
md5-file, 2.0.3, MIT, git+https://github.com/roryrjb/md5-file.git
media-typer, 0.3.0, MIT, https://github.com/jshttp/media-typer
meow, 2.0.0, MIT, https://github.com/sindresorhus/meow
merge-descriptors, 1.0.0, MIT, https://github.com/component/merge-descriptors.git
merge-stream, 0.1.8, MIT, https://github.com/grncdr/merge-stream
methods, 1.1.1, MIT, https://github.com/jshttp/methods
micromatch, 2.2.0, MIT, git+https://github.com/jonschlinkert/micromatch.git
mime, 1.2.11, undefined, https://github.com/broofa/node-mime
mime-db, 1.16.0, MIT, https://github.com/jshttp/mime-db
mime-types, 2.1.4, MIT, https://github.com/jshttp/mime-types
minimalistic-assert, 1.0.0, ISC, https://github.com/calvinmetcalf/minimalistic-assert.git
minimatch, 0.2.14, [object Object], git://github.com/isaacs/minimatch.git
minimist, 0.0.8, MIT, git://github.com/substack/minimist.git
mkdirp, 0.3.0, MIT/X11, git://github.com/substack/node-mkdirp.git
mqtt, 1.3.5, MIT, git://github.com/mqttjs/MQTT.js.git
mqtt-connection, 2.1.1, MIT, https://github.com/mqttjs/mqtt-connection.git
mqtt-packet, 3.3.0, MIT, https://github.com/mqttjs/mqtt-packet.git
ms, 0.6.2, undefined, git://github.com/guille/ms.js.git
multipipe, 0.1.2, MIT, https://github.com/juliangruber/multipipe
nan, 1.8.4, MIT, git://github.com/iojs/nan.git
nano, 6.1.5, Apache-2.0, git://github.com/dscape/nano.git
nconf, 0.7.2, undefined, http://github.com/flatiron/nconf.git
ndarray, 1.0.18, MIT, git://github.com/mikolalysenko/ndarray.git
ndarray-fill, 1.0.1, MIT, git://github.com/mikolalysenko/ndarray-fill.git
negotiator, 0.5.3, MIT, https://github.com/jshttp/negotiator
nested-error-stacks, 1.0.1, MIT, https://github.com/mdlavin/nested-error-stacks.git
newrelic, 1.21.2, undefined, https://github.com/newrelic/node-newrelic.git
node-inspector, 0.9.2, undefined, http://github.com/node-inspector/node-inspector.git
node-pre-gyp, 0.6.11, BSD, git://github.com/mapbox/node-pre-gyp.git
node-sass, 3.3.2, MIT, git+https://github.com/sass/node-sass.git
node-status-codes, 1.0.0, MIT, git+https://github.com/sindresorhus/node-status-codes.git
node-uuid, 1.4.3, undefined, https://github.com/broofa/node-uuid.git
nopt, 3.0.4, ISC, git+ssh://git@github.com/isaacs/nopt.git
normalize-package-data, 2.3.4, BSD-2-Clause, git://github.com/npm/normalize-package-data.git
npmconf, 2.0.9, BSD, git://github.com/isaacs/npmconf
npmlog, 1.2.1, ISC, git://github.com/isaacs/npmlog.git
num2fraction, 1.2.2, MIT, git+ssh://git@github.com/yisibl/num2fraction.git
number-is-nan, 1.0.0, MIT, git+https://github.com/sindresorhus/number-is-nan.git
oauth, 0.9.13, undefined, http://github.com/ciaranj/node-oauth.git
oauth-sign, 0.8.0, Apache-2.0, git+https://github.com/mikeal/oauth-sign.git
obj-extend, 0.1.0, MIT, https://github.com/mlmorg/obj-extend
object-assign, 1.0.0, MIT, https://github.com/sindresorhus/object-assign
object-keys, 0.4.0, MIT, git://github.com/ljharb/object-keys.git
object-path, 0.9.2, MIT, git://github.com/mariocasciaro/object-path.git
object.omit, 1.1.0, [object Object], git://github.com/jonschlinkert/object.omit.git
on-finished, 2.2.1, MIT, https://github.com/jshttp/on-finished
on-headers, 1.0.0, MIT, https://github.com/jshttp/on-headers
once, 1.3.2, ISC, git://github.com/isaacs/once.git
onetime, 1.0.0, MIT, git://github.com/sindresorhus/onetime
openurl, 1.1.0, MIT, git://github.com/rauschma/openurl.git
opn, 3.0.2, MIT, https://github.com/sindresorhus/opn
optimist, 0.6.1, MIT/X11, http://github.com/substack/node-optimist.git
optional, 0.1.3, MIT, git@github.com:tony-o/node-optional.git
options, 0.0.6, undefined, git://github.com/einaros/options.js.git
optipng-bin, 3.0.2, MIT, git+https://github.com/imagemin/optipng-bin.git
optjs, 3.2.1-boom, NASA-1.3, https://github.com/dcodeIO/opt.js.git
orchestrator, 0.3.7, undefined, git://github.com/robrich/orchestrator.git
ordered-read-streams, 0.1.0, MIT, git://github.com/armed/ordered-read-streams.git
os-filter-obj, 1.0.3, MIT, https://github.com/kevva/os-filter-obj
os-homedir, 1.0.1, MIT, https://github.com/sindresorhus/os-homedir
os-locale, 1.4.0, MIT, https://github.com/sindresorhus/os-locale
os-tmpdir, 1.0.1, MIT, https://github.com/sindresorhus/os-tmpdir
osenv, 0.1.3, ISC, git+https://github.com/npm/osenv.git
over, 0.0.5, MIT, https://github.com/nearinfinity/node-over.git
package-json, 1.2.0, MIT, https://github.com/sindresorhus/package-json
pad-left, 2.0.0, MIT, git+https://github.com/jonschlinkert/pad-left.git
pako, 0.2.8, [object Object], git://github.com/nodeca/pako.git
param-case, 1.1.1, MIT, git://github.com/blakeembrey/param-case.git
parse-glob, 3.0.4, MIT, git+https://github.com/jonschlinkert/parse-glob.git
parse-json, 2.2.0, MIT, https://github.com/sindresorhus/parse-json
parse5, 1.5.0, undefined, git://github.com/inikulin/parse5.git
parserlib, 0.2.5, MIT, http://github.com/CSSLint/parser-lib.git
parseurl, 1.3.0, MIT, https://github.com/expressjs/parseurl
pascal-case, 1.1.1, MIT, git://github.com/blakeembrey/pascal-case.git
passport, 0.2.2, MIT, git://github.com/jaredhanson/passport.git
passport-local, 1.0.0, undefined, git://github.com/jaredhanson/passport-local.git
passport-oauth, 1.0.0, undefined, git://github.com/jaredhanson/passport-oauth.git
passport-oauth1, 1.0.1, undefined, git://github.com/jaredhanson/passport-oauth1.git
passport-oauth2, 1.1.2, undefined, git://github.com/jaredhanson/passport-oauth2.git
passport-strategy, 1.0.0, undefined, git://github.com/jaredhanson/passport-strategy.git
path-case, 1.1.1, MIT, git://github.com/blakeembrey/path-case.git
path-exists, 1.0.0, MIT, https://github.com/sindresorhus/path-exists
path-is-absolute, 1.0.0, MIT, https://github.com/sindresorhus/path-is-absolute
path-is-inside, 1.0.1, WTFPL, git://github.com/domenic/path-is-inside.git
path-posix, 1.0.0, ISC, git@github.com:jden/node-path-posix.git
path-to-regexp, 0.1.3, undefined, https://github.com/component/path-to-regexp.git
path-type, 1.0.0, MIT, https://github.com/sindresorhus/path-type
pend, 1.2.0, MIT, git://github.com/andrewrk/node-pend.git
pify, 2.2.0, MIT, git+https://github.com/sindresorhus/pify.git
pinkie, 1.0.0, MIT, git+https://github.com/floatdrop/pinkie.git
pinkie-promise, 1.0.0, MIT, git+https://github.com/floatdrop/pinkie-promise.git
pixelsmith, 1.1.2, undefined, git://github.com/twolfson/pixelsmith.git
plist, 1.1.0, undefined, git://github.com/TooTallNate/node-plist.git
plur, 1.0.0, MIT, https://github.com/sindresorhus/plur
ports, 1.1.0, Apache 2.0, https://github.com/hoodiehq/node-ports
portscanner, 1.0.0, undefined, git://github.com/baalexander/node-portscanner.git
postcss, 4.1.16, MIT, git+https://github.com/postcss/postcss.git
prepend-http, 1.0.3, MIT, git+https://github.com/sindresorhus/prepend-http.git
preserve, 0.2.0, [object Object], git://github.com/jonschlinkert/preserve.git
pretty-bytes, 2.0.1, MIT, https://github.com/sindresorhus/pretty-bytes
pretty-hrtime, 1.0.0, undefined, git://github.com/robrich/pretty-hrtime.git
process-nextick-args, 1.0.2, MIT, git+https://github.com/calvinmetcalf/process-nextick-args.git
progress, 1.1.8, undefined, git://github.com/visionmedia/node-progress
promised-io, 0.3.3, undefined, http://github.com/kriszyp/promised-io
properties-parser, 0.2.3, undefined, https://github.com/xavi-/node-properties-parser
proto-list, 1.2.4, ISC, git+https://github.com/isaacs/proto-list.git
proxy-addr, 1.0.8, MIT, https://github.com/jshttp/proxy-addr
pullstream, 0.0.4, MIT, https://github.com/nearinfinity/node-pullstream.git
punycode, 1.3.2, MIT, https://github.com/bestiejs/punycode.js.git
q, 1.2.1, [object Object], git://github.com/kriskowal/q.git
qs, 4.0.0, BSD-3-Clause, git+https://github.com/hapijs/qs.git
query-string, 2.4.1, MIT, https://github.com/sindresorhus/query-string
querystring, 0.2.0, undefined, git://github.com/Gozala/querystring.git
randomatic, 1.1.0, [object Object], https://github.com/jonschlinkert/randomatic.git
range-parser, 1.0.2, MIT, https://github.com/jshttp/range-parser
raw-body, 2.0.2, MIT, https://github.com/stream-utils/raw-body
rc, 1.1.1, (BSD-2-Clause OR MIT OR Apache-2.0), git+https://github.com/dominictarr/rc.git
read-all-stream, 3.0.1, MIT, https://github.com/floatdrop/read-all-stream
read-pkg, 1.1.0, MIT, https://github.com/sindresorhus/read-pkg
read-pkg-up, 1.0.1, MIT, https://github.com/sindresorhus/read-pkg-up
readable-stream, 1.0.33, MIT, git://github.com/isaacs/readable-stream
readdirp, 1.4.0, MIT, git://github.com/thlorenz/readdirp.git
rechoir, 0.6.2, undefined, git://github.com/tkellen/node-rechoir.git
redent, 1.0.0, MIT, https://github.com/sindresorhus/redent
redis, 0.12.1, undefined, git://github.com/mranney/node_redis.git
regex-cache, 0.4.2, [object Object], git://github.com/jonschlinkert/regex-cache.git
regexp-quote, 0.0.0, undefined, git://github.com/dbrock/node-regexp-quote.git
registry-url, 3.0.3, MIT, https://github.com/sindresorhus/registry-url
repeat-element, 1.1.2, [object Object], git://github.com/jonschlinkert/repeat-element.git
repeat-string, 1.5.2, [object Object], git://github.com/jonschlinkert/repeat-string.git
repeating, 2.0.0, MIT, git+https://github.com/sindresorhus/repeating.git
replace-ext, 0.0.1, undefined, git://github.com/wearefractal/replace-ext.git
replacestream, 4.0.0, BSD-3-Clause, https://github.com/eugeneware/replacestream
request, 2.60.0, Apache-2.0, git+https://github.com/request/request.git
request-progress, 0.3.1, MIT, git://github.com/IndigoUnited/node-request-progress
requires-port, 0.0.1, MIT, git+https://github.com/unshiftio/requires-port.git
resiliency, 0.0.1, undefined, https://hub.jazz.net/git/flannanl/resiliency
resolve, 1.1.6, MIT, git://github.com/substack/node-resolve.git
resp-modifier, 5.0.2, undefined, https://github.com/shakyshane/resp-modifier
response-time, 2.3.1, MIT, https://github.com/expressjs/response-time
right-align, 0.1.3, MIT, git://github.com/jonschlinkert/right-align.git
rimraf, 2.1.4, [object Object], git://github.com/isaacs/rimraf.git
rndm, 1.1.0, MIT, https://github.com/crypto-utils/rndm
save-pixels, 2.2.0, MIT, git://github.com/mikolalysenko/save-pixels.git
sax, 1.1.3, ISC, git://github.com/isaacs/sax-js.git
scmp, 1.0.0, BSD, git://github.com/freewil/scmp.git
seek-bzip, 1.0.5, MIT, https://github.com/cscott/seek-bzip.git
semver, 4.3.6, ISC, git://github.com/npm/node-semver.git
semver-diff, 2.0.0, MIT, https://github.com/sindresorhus/semver-diff
semver-truncate, 1.0.0, MIT, https://github.com/sindresorhus/semver-truncate
send, 0.13.0, MIT, https://github.com/pillarjs/send
sentence-case, 1.1.2, MIT, git://github.com/blakeembrey/sentence-case.git
sequencify, 0.0.7, undefined, git://github.com/robrich/sequencify.git
serve-index, 1.7.2, MIT, https://github.com/expressjs/serve-index
serve-static, 1.9.3, MIT, https://github.com/expressjs/serve-static
set-immediate-shim, 1.0.1, MIT, https://github.com/sindresorhus/set-immediate-shim
sigmund, 1.0.1, ISC, git://github.com/isaacs/sigmund.git
slide, 1.1.6, ISC, git://github.com/isaacs/slide-flow-control.git
snake-case, 1.1.1, MIT, git://github.com/blakeembrey/snake-case.git
sntp, 1.0.9, undefined, git://github.com/hueniverse/sntp
socket.io-adapter, 0.3.1, undefined, git://github.com/Automattic/socket.io-adapter.git
socket.io-client, 1.3.7, MIT, git+https://github.com/Automattic/socket.io-client.git
socket.io-parser, 2.2.2, MIT, https://github.com/Automattic/socket.io-parser.git
source-map, 0.1.43, undefined, http://github.com/mozilla/source-map.git
spdx-correct, 1.0.1, Apache-2.0, git+https://github.com/kemitchell/spdx-correct.js.git
spdx-exceptions, 1.0.3, CC-BY-3.0, git+https://github.com/kemitchell/spdx-exceptions.json.git
spdx-expression-parse, 1.0.0, (MIT AND CC-BY-3.0), git+https://github.com/kemitchell/spdx-expression-parse.js.git
spdx-license-ids, 1.0.2, Unlicense, git+https://github.com/shinnn/spdx-license-ids.git
sprintf-js, 1.0.3, BSD-3-Clause, git+https://github.com/alexei/sprintf.js.git
spritesheet-templates, 9.6.1, MIT, git://github.com/twolfson/spritesheet-templates.git
spritesmith, 1.3.2, MIT, git://github.com/Ensighten/spritesmith.git
squeak, 1.2.0, MIT, https://github.com/kevva/squeak
stat-mode, 0.2.1, MIT, git://github.com/TooTallNate/stat-mode.git
static-module, 1.1.3, MIT, git://github.com/substack/static-module.git
statuses, 1.2.1, MIT, https://github.com/jshttp/statuses
stream-buffers, 0.2.6, undefined, https://github.com/samcday/node-stream-buffer.git
stream-combiner2, 1.0.2, MIT, git://github.com/substack/stream-combiner2.git
stream-consume, 0.1.0, MIT, https://github.com/aroneous/stream-consume.git
streamsearch, 0.1.2, undefined, http://github.com/mscdex/streamsearch.git
strict-uri-encode, 1.0.2, MIT, git+https://github.com/kevva/strict-uri-encode.git
string, 3.3.1, MIT, git+https://github.com/jprichardson/string.js.git
string-format, 0.5.0, undefined, git://github.com/davidchambers/string-format.git
string-length, 1.0.1, MIT, https://github.com/sindresorhus/string-length
string_decoder, 0.10.31, MIT, git://github.com/rvagg/string_decoder.git
stringstream, 0.0.4, MIT, https://github.com/mhart/StringStream.git
strip-ansi, 3.0.0, MIT, https://github.com/sindresorhus/strip-ansi
strip-bom, 1.0.0, MIT, git://github.com/sindresorhus/strip-bom
strip-dirs, 1.1.1, undefined, https://github.com/shinnn/node-strip-dirs
strip-indent, 1.0.1, MIT, https://github.com/sindresorhus/strip-indent
strip-json-comments, 0.1.3, MIT, git://github.com/sindresorhus/strip-json-comments
strip-outer, 1.0.0, MIT, https://github.com/sindresorhus/strip-outer
success-symbol, 0.1.0, MIT, https://github.com/jonschlinkert/success-symbol
supports-color, 1.2.1, MIT, https://github.com/sindresorhus/supports-color
svgo, 0.5.6, MIT, git://github.com/svg/svgo.git
swap-case, 1.1.1, MIT, git://github.com/blakeembrey/swap-case.git
tar, 0.1.20, BSD, git://github.com/isaacs/node-tar.git
tar-pack, 2.0.0, BSD, https://github.com/ForbesLindesay/tar-pack.git
tar-stream, 1.2.1, MIT, git+https://github.com/mafintosh/tar-stream.git
tempfile, 1.1.1, MIT, git+https://github.com/sindresorhus/tempfile.git
textextensions, 1.0.1, [object Object], http://github.com/bevry/textextensions.git
throttleit, 0.0.2, MIT, git://github.com/component/throttle.git
through2, 0.6.5, MIT, https://github.com/rvagg/through2.git
through2-concurrent, 1.1.0, MIT, https://github.com/almost/through2-concurrent
through2-filter, 2.0.0, MIT, git@github.com:brycebaril/through2-filter.git
tildify, 1.1.0, MIT, https://github.com/sindresorhus/tildify
timed-out, 2.0.0, MIT, https://github.com/floatdrop/timed-out
tinycolor, 0.0.1, undefined, git://github.com/einaros/tinycolor.git
title-case, 1.1.1, MIT, git://github.com/blakeembrey/title-case.git
tough-cookie, 2.0.0, BSD-3-Clause, git://github.com/SalesforceEng/tough-cookie.git
traverse, 0.3.9, MIT/X11, git://github.com/substack/js-traverse.git
trim-newlines, 1.0.0, MIT, https://github.com/sindresorhus/trim-newlines
trim-repeated, 1.0.0, MIT, https://github.com/sindresorhus/trim-repeated
truncate, 1.0.5, MIT, git@github.com:FGRibreau/node-truncate.git
tunnel-agent, 0.4.1, undefined, git+https://github.com/mikeal/tunnel-agent.git
type-is, 1.6.6, MIT, https://github.com/jshttp/type-is
typedarray, 0.0.6, MIT, git://github.com/substack/typedarray.git
uglify-js, 2.4.13, undefined, https://github.com/mishoo/UglifyJS2.git
uglify-to-browserify, 1.0.2, MIT, https://github.com/ForbesLindesay/uglify-to-browserify.git
uid, 0.0.2, MIT, git://github.com/MatthewMueller/uid.git
uid-number, 0.0.3, BSD, git://github.com/isaacs/uid-number.git
uid-safe, 2.0.0, MIT, https://github.com/crypto-utils/uid-safe
ultron, 1.0.2, MIT, git+https://github.com/unshiftio/ultron.git
underscore, 1.8.2, MIT, git://github.com/jashkenas/underscore.git
underscore.string, 3.0.3, undefined, https://github.com/epeli/underscore.string.git
uniq, 1.0.1, MIT, git://github.com/mikolalysenko/uniq.git
unique-stream, 2.2.0, MIT, git+https://github.com/eugeneware/unique-stream.git
untildify, 1.0.0, MIT, git://github.com/sindresorhus/untildify
unzip, 0.0.4, MIT, https://github.com/nearinfinity/node-unzip.git
update-notifier, 0.5.0, BSD-2-Clause, git+https://github.com/yeoman/update-notifier.git
upper-case, 1.1.2, MIT, git://github.com/blakeembrey/upper-case.git
upper-case-first, 1.1.1, MIT, git://github.com/blakeembrey/upper-case-first.git
url, 0.10.3, MIT, https://github.com/defunctzombie/node-url.git
url-regex, 2.1.3, MIT, git+https://github.com/kevva/url-regex.git
url2, 1.0.4, undefined, git://github.com/kriskowal/url2.git
user-home, 1.1.1, MIT, https://github.com/sindresorhus/user-home
utf-8-validate, 1.1.0, MIT, https://github.com/websockets/utf-8-validate
util-deprecate, 1.0.1, MIT, git://github.com/TooTallNate/util-deprecate.git
utils-merge, 1.0.0, undefined, git://github.com/jaredhanson/utils-merge.git
uuid, 2.0.1, undefined, https://github.com/shtylman/node-uuid.git
v8flags, 2.0.10, undefined, git://github.com/tkellen/node-v8flags.git
validate-npm-package-license, 3.0.1, Apache-2.0, git+https://github.com/kemitchell/validate-npm-package-license.js.git
vary, 1.0.1, MIT, https://github.com/jshttp/vary
vinyl, 0.4.6, undefined, git://github.com/wearefractal/vinyl.git
vinyl-fs, 1.0.0, undefined, git://github.com/wearefractal/vinyl-fs.git
vinyl-sourcemaps-apply, 0.1.4, ISC, git://github.com/floridoo/vinyl-sourcemaps-apply.git
websocket-stream, 1.5.1, BSD-2-Clause, git+ssh://git@github.com/maxogden/websocket-stream.git
whet.extend, 0.9.9, MIT, https://github.com/Meettya/whet.extend.git
win-detect-browsers, 1.0.2, MIT, https://github.com/vweevers/win-detect-browsers
window-size, 0.1.2, MIT, git+https://github.com/jonschlinkert/window-size.git
wordwrap, 0.0.2, MIT/X11, git://github.com/substack/node-wordwrap.git
wrap-fn, 0.1.4, undefined, https://github.com/MatthewMueller/wrap-fn
wrappy, 1.0.1, ISC, https://github.com/npm/wrappy
ws, 0.8.0, MIT, git://github.com/websockets/ws.git
x-default-browser, 0.3.0, MIT, https://github.com/jakub-g/x-default-browser.git
xmlbuilder, 2.2.1, undefined, git://github.com/oozcitak/xmlbuilder-js.git
xmldom, 0.1.19, undefined, git://github.com/jindw/xmldom.git
xtend, 4.0.0, undefined, git://github.com/Raynos/xtend.git
y18n, 3.1.0, ISC, git+ssh://git@github.com/bcoe/y18n.git
yakaa, 1.0.1, MIT, git+https://github.com/newrelic/yakaa.git
yargs, 3.15.0, MIT, git+ssh://git@github.com/bcoe/yargs.git
yauzl, 2.3.1, MIT, https://github.com/thejoshwolfe/yauzl.git
